query	target	pident	alnlen	bits	evalue	cigar
hsa_ires_00375.1|Homo	hsa_ires_00375.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00407.1|Homo	hsa_ires_00407.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00439.1|Homo	hsa_ires_00439.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00471.1|Homo	hsa_ires_00471.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00503.1|Homo	hsa_ires_00503.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00535.1|Homo	hsa_ires_00535.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00567.1|Homo	hsa_ires_00567.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00599.1|Homo	hsa_ires_00599.1|Homo	100.000	315	566	3.186E-174	315M
hsa_ires_00631.1|Homo	hsa_ires_00631.1|Homo	100.000	54	98	1.871E-26	54M
hsa_ires_00663.1|Homo	hsa_ires_00663.1|Homo	100.000	100	181	1.573E-52	100M
mmu_ires_00002.1|Mus	mmu_ires_00002.1|Mus	100.000	200	360	3.746E-109	200M
mouse_hsa_ires_00561.1	mouse_hsa_ires_00561.1	100.000	101	182	4.267E-53	101M
mouse_hsa_ires_00125.1	mouse_hsa_ires_00125.1	100.000	106	191	6.272E-56	106M
KX883381.1:6466-6659	KX883381.1:6466-6659	100.000	194	349	9.322E-106	194M
vir_ires_00297.1	vir_ires_00297.1	100.000	174	313	1.952E-94	174M
vir_ires_00291.1	vir_ires_00291.1	100.000	174	313	1.952E-94	174M
vir_ires_00346.1	vir_ires_00346.1	100.000	174	313	1.952E-94	174M
vir_ires_00114.1	vir_ires_00114.1	100.000	174	313	1.952E-94	174M
vir_ires_00179.1	vir_ires_00179.1	100.000	174	313	1.952E-94	174M
vir_ires_00221.1	vir_ires_00221.1	100.000	174	313	1.952E-94	174M
vir_ires_00077.1	vir_ires_00077.1	100.000	174	313	1.952E-94	174M
vir_ires_00223.1	vir_ires_00223.1	100.000	174	313	1.952E-94	174M
vir_ires_00360.1	vir_ires_00360.1	100.000	174	313	1.952E-94	174M
vir_ires_00360.1	vir_ires_00469.1	98.800	169	295	1.088E-87	169M
vir_ires_00233.1	vir_ires_00233.1	100.000	174	313	1.952E-94	174M
vir_ires_00227.1	vir_ires_00227.1	100.000	174	313	1.952E-94	174M
vir_ires_00316.1	vir_ires_00316.1	100.000	174	313	1.952E-94	174M
vir_ires_00349.1	vir_ires_00349.1	100.000	174	313	1.952E-94	174M
vir_ires_00117.1	vir_ires_00117.1	100.000	174	313	1.952E-94	174M
vir_ires_00512.1	vir_ires_00512.1	100.000	232	417	2.909E-127	232M
vir_ires_00544.1	vir_ires_00544.1	100.000	107	193	1.702E-56	107M
AT1R_var2|Homo	AT1R_var2|Homo	100.000	272	489	6.766E-150	272M
p27kip1|Homo	p27kip1|Homo	100.000	152	274	5.566E-82	152M
hsa_ires_00024.1|Homo	hsa_ires_00024.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00056.1|Homo	hsa_ires_00056.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00088.1|Homo	hsa_ires_00088.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00120.1|Homo	hsa_ires_00120.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00152.1|Homo	hsa_ires_00152.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00184.1|Homo	hsa_ires_00184.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00216.1|Homo	hsa_ires_00216.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00248.1|Homo	hsa_ires_00248.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00280.1|Homo	hsa_ires_00280.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00312.1|Homo	hsa_ires_00312.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00344.1|Homo	hsa_ires_00344.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00376.1|Homo	hsa_ires_00376.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00408.1|Homo	hsa_ires_00408.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00440.1|Homo	hsa_ires_00440.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00472.1|Homo	hsa_ires_00472.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00504.1|Homo	hsa_ires_00504.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00536.1|Homo	hsa_ires_00536.1|Homo	100.000	174	313	1.952E-94	174M
hsa_ires_00568.1|Homo	hsa_ires_00568.1|Homo	100.000	174	313	1.952E-94	174M
