Cluster Num,Representative,Member,RFAM family,Organism,Location,Length
387,"GL000250.2:3160362-3160579 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6 genomic contig, GRCh38 reference assembly alternate locus group ALT_REF_LOCI_1.","GL000250.2:3160362-3160579 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6 genomic contig, GRCh38 reference assembly alternate locus group ALT_REF_LOCI_1.",,Homo sapiens (human),,218
387,"GL000250.2:3160362-3160579 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6 genomic contig, GRCh38 reference assembly alternate locus group ALT_REF_LOCI_1.","CM000668.2:31827737-31827954 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6, GRCh38 reference primary assembly.",,Homo sapiens (human),,218
387,"GL000250.2:3160362-3160579 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6 genomic contig, GRCh38 reference assembly alternate locus group ALT_REF_LOCI_1.","GL000251.2:3304990-3305207 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6 genomic contig, GRCh38 reference assembly alternate locus group ALT_REF_LOCI_2.",,Homo sapiens (human),,218
387,"GL000250.2:3160362-3160579 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6 genomic contig, GRCh38 reference assembly alternate locus group ALT_REF_LOCI_1.","GL000252.2:3075516-3075733 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6 genomic contig, GRCh38 reference assembly alternate locus group ALT_REF_LOCI_3.",,Homo sapiens (human),,218
387,"GL000250.2:3160362-3160579 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6 genomic contig, GRCh38 reference assembly alternate locus group ALT_REF_LOCI_1.","GL000255.2:3083569-3083786 Homo sapiens IRES_Hsp70 Homo sapiens chromosome 6 genomic contig, GRCh38 reference assembly alternate locus group ALT_REF_LOCI_6.",,Homo sapiens (human),,218
388,AT1R_var3|Homo sapiens,AT1R_var3|Homo sapiens,,Homo sapiens (human),,330
389,"hsa_ires_00025.1|Homo sapiens (human)|chr7:22,727,147-22,727,482+","hsa_ires_00025.1|Homo sapiens (human)|chr7:22,727,147-22,727,482+",,Homo sapiens (human),"chr7:22,727,147-22,727,482+",174
390,"hsa_ires_00057.1|Homo sapiens (human)|chr1:22,052,627-22,078,486+","hsa_ires_00057.1|Homo sapiens (human)|chr1:22,052,627-22,078,486+",,Homo sapiens (human),"chr1:22,052,627-22,078,486+",174
391,"hsa_ires_00089.1|Homo sapiens (human)|chr1:77,978,920-77,979,093-","hsa_ires_00089.1|Homo sapiens (human)|chr1:77,978,920-77,979,093-",,Homo sapiens (human),"chr1:77,978,920-77,979,093-",174
392,"hsa_ires_00121.1|Homo sapiens (human)|chr7:94,004,205-94,004,378-","hsa_ires_00121.1|Homo sapiens (human)|chr7:94,004,205-94,004,378-",,Homo sapiens (human),"chr7:94,004,205-94,004,378-",174
393,"hsa_ires_00153.1|Homo sapiens (human)|chr5:178,153,787-178,153,960-","hsa_ires_00153.1|Homo sapiens (human)|chr5:178,153,787-178,153,960-",,Homo sapiens (human),"chr5:178,153,787-178,153,960-",174
394,"hsa_ires_00185.1|Homo sapiens (human)|chrX:111,681,345-111,682,225+","hsa_ires_00185.1|Homo sapiens (human)|chrX:111,681,345-111,682,225+",,Homo sapiens (human),"chrX:111,681,345-111,682,225+",174
395,"hsa_ires_00217.1|Homo sapiens (human)|chrX:152,991,599-152,991,952-","hsa_ires_00217.1|Homo sapiens (human)|chrX:152,991,599-152,991,952-",,Homo sapiens (human),"chrX:152,991,599-152,991,952-",174
396,"hsa_ires_00249.1|Homo sapiens (human)|chr11:61,333,265-61,334,728+","hsa_ires_00249.1|Homo sapiens (human)|chr11:61,333,265-61,334,728+",,Homo sapiens (human),"chr11:61,333,265-61,334,728+",174
397,"hsa_ires_00281.1|Homo sapiens (human)|chr14:24,314,862-24,315,651+","hsa_ires_00281.1|Homo sapiens (human)|chr14:24,314,862-24,315,651+",,Homo sapiens (human),"chr14:24,314,862-24,315,651+",174
398,"hsa_ires_00313.1|Homo sapiens (human)|chr1:155,689,101-155,709,779+","hsa_ires_00313.1|Homo sapiens (human)|chr1:155,689,101-155,709,779+",,Homo sapiens (human),"chr1:155,689,101-155,709,779+",174
399,"hsa_ires_00345.1|Homo sapiens (human)|chr11:40,116,293-40,241,597-","hsa_ires_00345.1|Homo sapiens (human)|chr11:40,116,293-40,241,597-",,Homo sapiens (human),"chr11:40,116,293-40,241,597-",174
400,"hsa_ires_00377.1|Homo sapiens (human)|chr6:89,637,793-89,638,755-","hsa_ires_00377.1|Homo sapiens (human)|chr6:89,637,793-89,638,755-",,Homo sapiens (human),"chr6:89,637,793-89,638,755-",174
401,"hsa_ires_00409.1|Homo sapiens (human)|chr1:153,668,552-153,670,963-","hsa_ires_00409.1|Homo sapiens (human)|chr1:153,668,552-153,670,963-",,Homo sapiens (human),"chr1:153,668,552-153,670,963-",174
402,"hsa_ires_00441.1|Homo sapiens (human)|chr2:171,687,463-171,690,155+","hsa_ires_00441.1|Homo sapiens (human)|chr2:171,687,463-171,690,155+",,Homo sapiens (human),"chr2:171,687,463-171,690,155+",174
403,"hsa_ires_00473.1|Homo sapiens (human)|chr3:3,175,190-3,179,717-","hsa_ires_00473.1|Homo sapiens (human)|chr3:3,175,190-3,179,717-",,Homo sapiens (human),"chr3:3,175,190-3,179,717-",174
404,"hsa_ires_00505.1|Homo sapiens (human)|chrX:149,688,253-149,688,975+","hsa_ires_00505.1|Homo sapiens (human)|chrX:149,688,253-149,688,975+",,Homo sapiens (human),"chrX:149,688,253-149,688,975+",174
405,"hsa_ires_00537.1|Homo sapiens (human)|chr10:80,420,294-80,420,467+","hsa_ires_00537.1|Homo sapiens (human)|chr10:80,420,294-80,420,467+",,Homo sapiens (human),"chr10:80,420,294-80,420,467+",174
406,"hsa_ires_00569.1|Homo sapiens (human)|chr17:32,444,463-32,446,966+","hsa_ires_00569.1|Homo sapiens (human)|chr17:32,444,463-32,446,966+",,Homo sapiens (human),"chr17:32,444,463-32,446,966+",174
407,"hsa_ires_00601.1|Homo sapiens (human)|chr5:142,697,635-142,697,753-","hsa_ires_00601.1|Homo sapiens (human)|chr5:142,697,635-142,697,753-",RF00387,Homo sapiens (human),"chr5:142,697,635-142,697,753-",119
408,hsa_ires_00633.1|Homo sapiens (human)|NA,hsa_ires_00633.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,90
409,"hsa_ires_00665.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-","hsa_ires_00665.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-",,Homo sapiens (human),"chr20:49,154,034-49,188,370-",368
409,"hsa_ires_00665.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-","hsa_ires_00668.1|Homo sapiens (human)|chr20:49,166,165-49,188,370-",,Homo sapiens (human),"chr20:49,166,165-49,188,370-",451
410,"CM001010.3:46342573-46342268 Mus musculus IRES_VEGF_A CM001010.3 Mus musculus chromosome 17, GRCm39 reference primary assembly C57BL/6J","CM001010.3:46342573-46342268 Mus musculus IRES_VEGF_A CM001010.3 Mus musculus chromosome 17, GRCm39 reference primary assembly C57BL/6J",,Mus musculus (mouse),,306
411,mouse_hsa_ires_00513.1 | chr15:82872153-82872259(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00513.1 | chr15:82872153-82872259(+) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr15:82872153-82872259+,107
412,mouse_hsa_ires_00471.1 | chr13:56456621-56456816(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00471.1 | chr13:56456621-56456816(+) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr13:56456621-56456816+,196
413,mouse_hsa_ires_00173.1 | chr11:86784617-86784848(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,mouse_hsa_ires_00173.1 | chr11:86784617-86784848(+) | RF00461 | IRES_VEGF_A | endothelial growth factor (VEGF) IRES A,RF00461,Mus musculus (mouse),chr11:86784617-86784848+,232
414,"KX883372.1:6126-6317 Beihai picorna-like virus 91 IRES_Cripavirus Beihai picorna-like virus 91 strain BHJJX25930 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.","KX883372.1:6126-6317 Beihai picorna-like virus 91 IRES_Cripavirus Beihai picorna-like virus 91 strain BHJJX25930 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.",RF00458,Virus,,192
415,GBV-C|Hepatitis GB virus C,GBV-C|Hepatitis GB virus C,,Hepatitis GB virus C,,630
416,vir_ires_00343.1,vir_ires_00343.1,RF00458,Virus,,174
416,vir_ires_00343.1,HoCV1_IGRpred|Homalodisca coagulata virus-1,RF00458,Homalodisca coagulata virus-1,,188
417,vir_ires_00193.1,vir_ires_00193.1,,Virus,,174
418,vir_ires_00275.1,vir_ires_00275.1,,Virus,,174
419,vir_ires_00240.1,vir_ires_00240.1,,Virus,,174
420,vir_ires_00153.1,vir_ires_00153.1,,Virus,,174
421,vir_ires_00070.1,vir_ires_00070.1,,Virus,,174
422,vir_ires_00157.1,vir_ires_00157.1,,Virus,,174
423,vir_ires_00258.1,vir_ires_00258.1,,Virus,,174
424,vir_ires_00121.1,vir_ires_00121.1,,Virus,,174
425,vir_ires_00253.1,vir_ires_00253.1,,Virus,,174
426,vir_ires_00151.1,vir_ires_00151.1,,Virus,,174
427,vir_ires_00032.1,vir_ires_00032.1,,Virus,,174
428,vir_ires_00415.1,vir_ires_00415.1,,Virus,,174
429,vir_ires_00103.1,vir_ires_00103.1,,Virus,,174
430,vir_ires_00437.1,vir_ires_00437.1,,Virus,,174
431,vir_ires_00514.1,vir_ires_00514.1,RF00458,Virus,,177
431,vir_ires_00514.1,HiPV_IGRpred|Himetobi P virus,RF00458,Himetobi P virus,,188
432,vir_ires_00546.1,vir_ires_00546.1,,Virus,,311
433,PDGF2/c-sis|Homo sapiens,PDGF2/c-sis|Homo sapiens,,Homo sapiens (human),,1022
434,"hsa_ires_00026.1|Homo sapiens (human)|chr2:158,101,890-158,102,063+","hsa_ires_00026.1|Homo sapiens (human)|chr2:158,101,890-158,102,063+",,Homo sapiens (human),"chr2:158,101,890-158,102,063+",174
435,"hsa_ires_00058.1|Homo sapiens (human)|chr7:99,325,873-99,333,366+","hsa_ires_00058.1|Homo sapiens (human)|chr7:99,325,873-99,333,366+",,Homo sapiens (human),"chr7:99,325,873-99,333,366+",174
436,"hsa_ires_00090.1|Homo sapiens (human)|chr11:118,893,506-118,893,679+","hsa_ires_00090.1|Homo sapiens (human)|chr11:118,893,506-118,893,679+",,Homo sapiens (human),"chr11:118,893,506-118,893,679+",174
437,"hsa_ires_00122.1|Homo sapiens (human)|chr3:46,863,310-46,863,483-","hsa_ires_00122.1|Homo sapiens (human)|chr3:46,863,310-46,863,483-",,Homo sapiens (human),"chr3:46,863,310-46,863,483-",174
438,"hsa_ires_00154.1|Homo sapiens (human)|chr2:113,127,561-113,127,734+","hsa_ires_00154.1|Homo sapiens (human)|chr2:113,127,561-113,127,734+",,Homo sapiens (human),"chr2:113,127,561-113,127,734+",174
439,"hsa_ires_00186.1|Homo sapiens (human)|chr2:218,660,094-218,660,987+","hsa_ires_00186.1|Homo sapiens (human)|chr2:218,660,094-218,660,987+",,Homo sapiens (human),"chr2:218,660,094-218,660,987+",174
440,"hsa_ires_00218.1|Homo sapiens (human)|chr3:94,003,664-94,003,837+","hsa_ires_00218.1|Homo sapiens (human)|chr3:94,003,664-94,003,837+",,Homo sapiens (human),"chr3:94,003,664-94,003,837+",174
441,"hsa_ires_00250.1|Homo sapiens (human)|chr11:67,353,400-67,353,573-","hsa_ires_00250.1|Homo sapiens (human)|chr11:67,353,400-67,353,573-",,Homo sapiens (human),"chr11:67,353,400-67,353,573-",174
442,"hsa_ires_00282.1|Homo sapiens (human)|chr6:149,890,902-149,895,886-","hsa_ires_00282.1|Homo sapiens (human)|chr6:149,890,902-149,895,886-",,Homo sapiens (human),"chr6:149,890,902-149,895,886-",174
443,"hsa_ires_00314.1|Homo sapiens (human)|chr4:139,295,799-139,302,427-","hsa_ires_00314.1|Homo sapiens (human)|chr4:139,295,799-139,302,427-",,Homo sapiens (human),"chr4:139,295,799-139,302,427-",174
444,"hsa_ires_00346.1|Homo sapiens (human)|chr20:9,069,111-9,307,814+","hsa_ires_00346.1|Homo sapiens (human)|chr20:9,069,111-9,307,814+",,Homo sapiens (human),"chr20:9,069,111-9,307,814+",174
445,"hsa_ires_00378.1|Homo sapiens (human)|chr9:8,636,838-8,733,946-","hsa_ires_00378.1|Homo sapiens (human)|chr9:8,636,838-8,733,946-",,Homo sapiens (human),"chr9:8,636,838-8,733,946-",174
446,"hsa_ires_00410.1|Homo sapiens (human)|chr3:187,702,129-187,702,302-","hsa_ires_00410.1|Homo sapiens (human)|chr3:187,702,129-187,702,302-",,Homo sapiens (human),"chr3:187,702,129-187,702,302-",174
447,"hsa_ires_00442.1|Homo sapiens (human)|chr16:21,161,009-21,161,182+","hsa_ires_00442.1|Homo sapiens (human)|chr16:21,161,009-21,161,182+",,Homo sapiens (human),"chr16:21,161,009-21,161,182+",174
448,"hsa_ires_00474.1|Homo sapiens (human)|chr12:56,116,614-56,116,787+","hsa_ires_00474.1|Homo sapiens (human)|chr12:56,116,614-56,116,787+",,Homo sapiens (human),"chr12:56,116,614-56,116,787+",174
449,"hsa_ires_00506.1|Homo sapiens (human)|chr16:4,514,131-4,538,394-","hsa_ires_00506.1|Homo sapiens (human)|chr16:4,514,131-4,538,394-",,Homo sapiens (human),"chr16:4,514,131-4,538,394-",174
450,"hsa_ires_00538.1|Homo sapiens (human)|chr4:151,175,364-151,175,537-","hsa_ires_00538.1|Homo sapiens (human)|chr4:151,175,364-151,175,537-",,Homo sapiens (human),"chr4:151,175,364-151,175,537-",174
451,"hsa_ires_00570.1|Homo sapiens (human)|chr13:27,251,555-27,255,243+","hsa_ires_00570.1|Homo sapiens (human)|chr13:27,251,555-27,255,243+",,Homo sapiens (human),"chr13:27,251,555-27,255,243+",174
452,"hsa_ires_00602.1|Homo sapiens (human)|chrX:147,911,951-147,912,179+","hsa_ires_00602.1|Homo sapiens (human)|chrX:147,911,951-147,912,179+",,Homo sapiens (human),"chrX:147,911,951-147,912,179+",229
452,"hsa_ires_00602.1|Homo sapiens (human)|chrX:147,911,951-147,912,179+",FMR1|Homo sapiens,,Homo sapiens (human),,252
453,hsa_ires_00634.1|Homo sapiens (human)|NA,hsa_ires_00634.1|Homo sapiens (human)|NA,,Homo sapiens (human),Homo sapiens human,87
454,"hsa_ires_00666.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-","hsa_ires_00666.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-",,Homo sapiens (human),"chr20:49,154,034-49,188,370-",293
454,"hsa_ires_00666.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-","hsa_ires_00667.1|Homo sapiens (human)|chr20:49,166,202-49,188,370-",,Homo sapiens (human),"chr20:49,166,202-49,188,370-",339
455,"CM001011.3:39062328-39062167 Mus musculus IRES_FGF1 CM001011.3 Mus musculus chromosome 18, GRCm39 reference primary assembly C57BL/6J","CM001011.3:39062328-39062167 Mus musculus IRES_FGF1 CM001011.3 Mus musculus chromosome 18, GRCm39 reference primary assembly C57BL/6J",RF00387,Mus musculus (mouse),,162
455,"CM001011.3:39062328-39062167 Mus musculus IRES_FGF1 CM001011.3 Mus musculus chromosome 18, GRCm39 reference primary assembly C57BL/6J",mouse_hsa_ires_00510.1 | chr18:37942355-37942516(-) | RF00387 | IRES_FGF1 | internal ribosome entry site (IRES),RF00387,chr18:37942355-37942516(-),chr18:37942355-37942516-,162
455,"CM001011.3:39062328-39062167 Mus musculus IRES_FGF1 CM001011.3 Mus musculus chromosome 18, GRCm39 reference primary assembly C57BL/6J",mouse_CM000667.2:142697800-142697634 | chr18:37942355-37942516(-) | RF00387 | IRES_FGF1 | internal ribosome entry site (IRES),RF00387,chr18:37942355-37942516(-),chr18:37942355-37942516-,162
455,"CM001011.3:39062328-39062167 Mus musculus IRES_FGF1 CM001011.3 Mus musculus chromosome 18, GRCm39 reference primary assembly C57BL/6J",mouse_hsa_ires_00317.1 | chr18:38786795-38786956(-) | RF00387 | IRES_FGF1 | internal ribosome entry site (IRES),RF00387,chr18:38786795-38786956(-),chr18:38786795-38786956-,162
456,mouse_hsa_ires_00068.1 | chr12:118308897-118309053(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),mouse_hsa_ires_00068.1 | chr12:118308897-118309053(-) | RF00226 | IRES_n-myc | internal ribosome entry site (IRES),RF00226,Mus musculus (mouse),chr12:118308897-118309053-,157
457,mouse_hsa_ires_00612.1 | chr15:78640294-78640461(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00612.1 | chr15:78640294-78640461(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr15:78640294-78640461-,168
457,mouse_hsa_ires_00612.1 | chr15:78640294-78640461(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_CM000684.2:39244768-39244141 | chr15:78640294-78640461(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr15:78640294-78640461-,168
457,mouse_hsa_ires_00612.1 | chr15:78640294-78640461(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_hsa_ires_00200.1 | chr15:79892560-79892727(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr15:79892560-79892727-,168
457,mouse_hsa_ires_00612.1 | chr15:78640294-78640461(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),mouse_PDGF2/c-sis | chr15:78640294-78640461(-) | RF00223 | IRES_Bip | internal ribosome entry site (IRES),RF00223,Mus musculus (mouse),chr15:78640294-78640461-,168
458,"KX884554.1:5201-5348 Changjiang picorna-like virus 11 IRES_Cripavirus Changjiang picorna-like virus 11 strain CJLX30672 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.","KX884554.1:5201-5348 Changjiang picorna-like virus 11 IRES_Cripavirus Changjiang picorna-like virus 11 strain CJLX30672 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.",RF00458,Virus,,148
459,gypsy_env|Drosophila melanogaster,gypsy_env|Drosophila melanogaster,,Drosophila melanogaster,,330
459,gypsy_env|Drosophila melanogaster,gypsy_env|Drosophila melanogaster,,Drosophila melanogaster,,330
459,gypsy_env|Drosophila melanogaster,gypsy_env|Drosophila melanogaster,,Drosophila melanogaster,,330
460,vir_ires_00235.1,vir_ires_00235.1,,Virus,,174
461,vir_ires_00354.1,vir_ires_00354.1,,Virus,,174
462,vir_ires_00209.1,vir_ires_00209.1,,Virus,,174
463,vir_ires_00149.1,vir_ires_00149.1,,Virus,,174
464,vir_ires_00374.1,vir_ires_00374.1,,Virus,,174
465,vir_ires_00261.1,vir_ires_00261.1,,Virus,,174
466,vir_ires_00039.1,vir_ires_00039.1,,Virus,,174
466,vir_ires_00039.1,vir_ires_00465.1,,Virus,,174
467,vir_ires_00160.1,vir_ires_00160.1,,Virus,,174
468,vir_ires_00255.1,vir_ires_00255.1,,Virus,,174
469,vir_ires_00490.1,vir_ires_00490.1,,Virus,,549
470,vir_ires_00208.1,vir_ires_00208.1,,Virus,,174
471,vir_ires_00044.1,vir_ires_00044.1,,Virus,,174
472,vir_ires_00124.1,vir_ires_00124.1,,Virus,,174
473,vir_ires_00353.1,vir_ires_00353.1,,Virus,,174
474,vir_ires_00302.1,vir_ires_00302.1,,Virus,,174
475,vir_ires_00441.1,vir_ires_00441.1,,Virus,,174
476,vir_ires_00515.1,vir_ires_00515.1,,Virus,,148
476,vir_ires_00515.1,vir_ires_00506.1,,Virus,,148
476,vir_ires_00515.1,crTMV_IREScp|Crucifer tobamovirus,RF00225,Crucifer tobamovirus,,146
476,vir_ires_00515.1,crTMV_IREScp|Crucifer tobamovirus,RF00225,Crucifer tobamovirus,,146
476,vir_ires_00515.1,"U03387.1:5455-5605 Turnip vein-clearing virus IRES_Tobamo Turnip vein-clearing virus, complete genome.",RF00225,Virus,,151
476,vir_ires_00515.1,crTMV_IREScp|Crucifer tobamovirus,RF00225,Crucifer tobamovirus,,146
476,vir_ires_00515.1,crTMV_IREScp|Crucifer tobamovirus,,Crucifer tobamovirus,,148
476,vir_ires_00515.1,crTMV_IREScp|Crucifer tobamovirus,,Crucifer tobamovirus,,148
477,vir_ires_00547.1,vir_ires_00547.1,,Virus,,438
478,Pim-1|Homo sapiens,Pim-1|Homo sapiens,,Homo sapiens (human),,396
479,"hsa_ires_00027.1|Homo sapiens (human)|chr12:47,879,114-47,899,927-","hsa_ires_00027.1|Homo sapiens (human)|chr12:47,879,114-47,899,927-",,Homo sapiens (human),"chr12:47,879,114-47,899,927-",174
480,"hsa_ires_00059.1|Homo sapiens (human)|chr12:51,008,605-51,009,270-","hsa_ires_00059.1|Homo sapiens (human)|chr12:51,008,605-51,009,270-",,Homo sapiens (human),"chr12:51,008,605-51,009,270-",174
481,"hsa_ires_00091.1|Homo sapiens (human)|chr17:78,126,800-78,132,407-","hsa_ires_00091.1|Homo sapiens (human)|chr17:78,126,800-78,132,407-",,Homo sapiens (human),"chr17:78,126,800-78,132,407-",174
482,"hsa_ires_00123.1|Homo sapiens (human)|chr8:92,017,341-92,017,514-","hsa_ires_00123.1|Homo sapiens (human)|chr8:92,017,341-92,017,514-",,Homo sapiens (human),"chr8:92,017,341-92,017,514-",174
483,"hsa_ires_00155.1|Homo sapiens (human)|chr3:71,198,382-71,493,432-","hsa_ires_00155.1|Homo sapiens (human)|chr3:71,198,382-71,493,432-",,Homo sapiens (human),"chr3:71,198,382-71,493,432-",174
484,"hsa_ires_00187.1|Homo sapiens (human)|chr1:45,623,886-45,624,059-","hsa_ires_00187.1|Homo sapiens (human)|chr1:45,623,886-45,624,059-",,Homo sapiens (human),"chr1:45,623,886-45,624,059-",174
485,"hsa_ires_00219.1|Homo sapiens (human)|chr20:16,730,026-16,731,702+","hsa_ires_00219.1|Homo sapiens (human)|chr20:16,730,026-16,731,702+",,Homo sapiens (human),"chr20:16,730,026-16,731,702+",174
486,"hsa_ires_00251.1|Homo sapiens (human)|chr20:5,109,431-5,112,795-","hsa_ires_00251.1|Homo sapiens (human)|chr20:5,109,431-5,112,795-",,Homo sapiens (human),"chr20:5,109,431-5,112,795-",174
487,"hsa_ires_00283.1|Homo sapiens (human)|chr7:99,676,208-99,679,998-","hsa_ires_00283.1|Homo sapiens (human)|chr7:99,676,208-99,679,998-",,Homo sapiens (human),"chr7:99,676,208-99,679,998-",174
488,"hsa_ires_00315.1|Homo sapiens (human)|chr9:122,093,419-122,093,592-","hsa_ires_00315.1|Homo sapiens (human)|chr9:122,093,419-122,093,592-",,Homo sapiens (human),"chr9:122,093,419-122,093,592-",174
489,"hsa_ires_00347.1|Homo sapiens (human)|chr3:64,023,836-64,024,009-","hsa_ires_00347.1|Homo sapiens (human)|chr3:64,023,836-64,024,009-",,Homo sapiens (human),"chr3:64,023,836-64,024,009-",174
490,"hsa_ires_00379.1|Homo sapiens (human)|chrX:23,783,178-23,783,351+","hsa_ires_00379.1|Homo sapiens (human)|chrX:23,783,178-23,783,351+",,Homo sapiens (human),"chrX:23,783,178-23,783,351+",174
491,"hsa_ires_00411.1|Homo sapiens (human)|chr3:123,620,295-123,620,468-","hsa_ires_00411.1|Homo sapiens (human)|chr3:123,620,295-123,620,468-",,Homo sapiens (human),"chr3:123,620,295-123,620,468-",174
