Representative	Member	RFAM	Organism	Location	Length
hsa_ires_00588.1|Homo sapiens (human)|chr9:120,926,645-120,926,715-	hsa_ires_00588.1|Homo sapiens (human)|chr9:120,926,645-120,926,715-		Homo sapiens (human)	chr9:120,926,645-120,926,715-	71
hsa_ires_00589.1|Homo sapiens (human)|chr3:41,199,491-41,224,068+	hsa_ires_00589.1|Homo sapiens (human)|chr3:41,199,491-41,224,068+		Homo sapiens (human)	chr3:41,199,491-41,224,068+	228
hsa_ires_00590.1|Homo sapiens (human)|chr11:102,349,768-102,349,917+	hsa_ires_00590.1|Homo sapiens (human)|chr11:102,349,768-102,349,917+		Homo sapiens (human)	chr11:102,349,768-102,349,917+	150
hsa_ires_00591.1|Homo sapiens (human)|chr11:69,641,105-69,641,270+	hsa_ires_00591.1|Homo sapiens (human)|chr11:69,641,105-69,641,270+		Homo sapiens (human)	chr11:69,641,105-69,641,270+	166
hsa_ires_00592.1|Homo sapiens (human)|chr12:12,717,368-12,717,839+	hsa_ires_00592.1|Homo sapiens (human)|chr12:12,717,368-12,717,839+		Homo sapiens (human)	chr12:12,717,368-12,717,839+	472
hsa_ires_00594.1|Homo sapiens (human)|chr18:26,862,563-26,862,910-	hsa_ires_00594.1|Homo sapiens (human)|chr18:26,862,563-26,862,910-		Homo sapiens (human)	chr18:26,862,563-26,862,910-	348
hsa_ires_00595.1|Homo sapiens (human)|chr3:148,697,903-148,697,942+	hsa_ires_00595.1|Homo sapiens (human)|chr3:148,697,903-148,697,942+		Homo sapiens (human)	chr3:148,697,903-148,697,942+	40
hsa_ires_00598.1|Homo sapiens (human)|chr8:127,736,244-127,736,610+	CM000670.2:127736244-127736545 Homo sapiens IRES_c-myc Homo sapiens chromosome 8, GRCh38 reference primary assembly.		Homo sapiens (human)		302
hsa_ires_00599.1|Homo sapiens (human)|chr12:48,716,676-48,716,990-	hsa_ires_00599.1|Homo sapiens (human)|chr12:48,716,676-48,716,990-		Homo sapiens (human)	chr12:48,716,676-48,716,990-	315
hsa_ires_00600.1|Homo sapiens (human)|chr3:184,320,569-184,320,669+	hsa_ires_00600.1|Homo sapiens (human)|chr3:184,320,569-184,320,669+		Homo sapiens (human)	chr3:184,320,569-184,320,669+	101
hsa_ires_00602.1|Homo sapiens (human)|chrX:147,911,951-147,912,179+	hsa_ires_00602.1|Homo sapiens (human)|chrX:147,911,951-147,912,179+		Homo sapiens (human)	chrX:147,911,951-147,912,179+	229
hsa_ires_00602.1|Homo sapiens (human)|chrX:147,911,951-147,912,179+	hsa_ires_00602.1|Homo sapiens (human)|chrX:147,911,951-147,912,179+		Homo sapiens (human)	chrX:147,911,951-147,912,179+	229
hsa_ires_00605.1|Homo sapiens (human)|chr20:56,388,198-56,392,295-	hsa_ires_00614.1|Homo sapiens (human)|chr20:56,388,198-56,392,295-		Homo sapiens (human)	chr20:56,388,198-56,392,295-	147
hsa_ires_00605.1|Homo sapiens (human)|chr20:56,388,198-56,392,295-	hsa_ires_00605.1|Homo sapiens (human)|chr20:56,388,198-56,392,295-		Homo sapiens (human)	chr20:56,388,198-56,392,295-	133
hsa_ires_00606.1|Homo sapiens (human)|chr1:39,901,435-39,902,015-	CM000663.2:39902015-39901795 Homo sapiens IRES_L-myc Homo sapiens chromosome 1, GRCh38 reference primary assembly.		Homo sapiens (human)		221
hsa_ires_00609.1|Homo sapiens (human)|chr8:92,062,553-92,062,751-	hsa_ires_00609.1|Homo sapiens (human)|chr8:92,062,553-92,062,751-		Homo sapiens (human)	chr8:92,062,553-92,062,751-	199
hsa_ires_00609.1|Homo sapiens (human)|chr8:92,062,553-92,062,751-	hsa_ires_00609.1|Homo sapiens (human)|chr8:92,062,553-92,062,751-		Homo sapiens (human)	chr8:92,062,553-92,062,751-	199
hsa_ires_00610.1|Homo sapiens (human)|chr6:135,181,316-135,181,465+	MYB|Homo sapiens		Homo sapiens (human)		150
hsa_ires_00610.1|Homo sapiens (human)|chr6:135,181,316-135,181,465+	hsa_ires_00610.1|Homo sapiens (human)|chr6:135,181,316-135,181,465+		Homo sapiens (human)	chr6:135,181,316-135,181,465+	150
hsa_ires_00612.1|Homo sapiens (human)|chr22:39,244,116-39,244,511-	hsa_ires_00612.1|Homo sapiens (human)|chr22:39,244,116-39,244,511-		Homo sapiens (human)	chr22:39,244,116-39,244,511-	396
hsa_ires_00615.1|Homo sapiens (human)|chr6:31,166,038-31,166,068-	hsa_ires_00615.1|Homo sapiens (human)|chr6:31,166,038-31,166,068-		Homo sapiens (human)	chr6:31,166,038-31,166,068-	31
hsa_ires_00616.1|Homo sapiens (human)|chr6:43,770,953-43,771,246+	CM000668.2:43770953-43771261 Homo sapiens IRES_VEGF_A Homo sapiens chromosome 6, GRCh38 reference primary assembly.		Homo sapiens (human)		309
hsa_ires_00617.1|Homo sapiens (human)|chr8:130358143-130358298-	hsa_ires_00617.1|Homo sapiens (human)|chr8:130358143-130358298-		Homo sapiens (human)	chr8:130358143-130358298-	156
hsa_ires_00618.1|Homo sapiens (human)|NA	MYT2_997-1152|Homo sapiens		Homo sapiens (human)		156
hsa_ires_00618.1|Homo sapiens (human)|NA	hsa_ires_00618.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	149
hsa_ires_00621.1|Homo sapiens (human)|chrX:123885493-123885662+	hsa_ires_00621.1|Homo sapiens (human)|chrX:123885493-123885662+		Homo sapiens (human)	chrX:123885493-123885662+	170
hsa_ires_00622.1|Homo sapiens (human)|chr4:152,411,804-152,411,865-	hsa_ires_00622.1|Homo sapiens (human)|chr4:152,411,804-152,411,865-		Homo sapiens (human)	chr4:152,411,804-152,411,865-	62
hsa_ires_00623.1|Homo sapiens (human)|chr6:145,888,051-145,893,291-	hsa_ires_00623.1|Homo sapiens (human)|chr6:145,888,051-145,893,291-		Homo sapiens (human)	chr6:145,888,051-145,893,291-	127
hsa_ires_00624.1|Homo sapiens (human)|chr15:64,499,293-64,500,166+	hsa_ires_00624.1|Homo sapiens (human)|chr15:64,499,293-64,500,166+		Homo sapiens (human)	chr15:64,499,293-64,500,166+	211
hsa_ires_00625.1|Homo sapiens (human)|NA	hsa_ires_00625.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	90
hsa_ires_00626.1|Homo sapiens (human)|NA	hsa_ires_00626.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	75
hsa_ires_00627.1|Homo sapiens (human)|NA	hsa_ires_00627.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	72
hsa_ires_00628.1|Homo sapiens (human)|NA	hsa_ires_00628.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	78
hsa_ires_00629.1|Homo sapiens (human)|NA	hsa_ires_00629.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	75
hsa_ires_00630.1|Homo sapiens (human)|NA	hsa_ires_00630.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	96
hsa_ires_00631.1|Homo sapiens (human)|NA	hsa_ires_00631.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	54
hsa_ires_00632.1|Homo sapiens (human)|NA	hsa_ires_00632.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	72
hsa_ires_00633.1|Homo sapiens (human)|NA	hsa_ires_00633.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	90
hsa_ires_00634.1|Homo sapiens (human)|NA	hsa_ires_00634.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	87
hsa_ires_00635.1|Homo sapiens (human)|NA	hsa_ires_00635.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	75
hsa_ires_00636.1|Homo sapiens (human)|NA	hsa_ires_00636.1|Homo sapiens (human)|NA		Homo sapiens (human)	Homo sapiens human	80
hsa_ires_00637.1|Homo sapiens (human)|chr2:239,195,174-239,195,422-	hsa_ires_00637.1|Homo sapiens (human)|chr2:239,195,174-239,195,422-		Homo sapiens (human)	chr2:239,195,174-239,195,422-	249
hsa_ires_00638.1|Homo sapiens (human)|chr2:239,194,229-239,194,451-	hsa_ires_00638.1|Homo sapiens (human)|chr2:239,194,229-239,194,451-		Homo sapiens (human)	chr2:239,194,229-239,194,451-	223
hsa_ires_00640.1|Homo sapiens (human)|chr9:84,670,472-84,670,748+	hsa_ires_00640.1|Homo sapiens (human)|chr9:84,670,472-84,670,748+		Homo sapiens (human)	chr9:84,670,472-84,670,748+	277
hsa_ires_00641.1|Homo sapiens (human)|chr20:54,173,580-54,173,977-	CM000682.2:54173977-54173577 Homo sapiens IRES_cyp24a1 Homo sapiens chromosome 20, GRCh38 reference primary assembly.		Homo sapiens (human)		401
hsa_ires_00641.1|Homo sapiens (human)|chr20:54,173,580-54,173,977-	hsa_ires_00641.1|Homo sapiens (human)|chr20:54,173,580-54,173,977-		Homo sapiens (human)	chr20:54,173,580-54,173,977-	398
hsa_ires_00642.1|Homo sapiens (human)|chr5:112,775,731-112,780,810+	hsa_ires_00642.1|Homo sapiens (human)|chr5:112,775,731-112,780,810+		Homo sapiens (human)	chr5:112,775,731-112,780,810+	28
hsa_ires_00643.1|Homo sapiens (human)|chr6:43,770,299-43,770,691+	hsa_ires_00643.1|Homo sapiens (human)|chr6:43,770,299-43,770,691+		Homo sapiens (human)	chr6:43,770,299-43,770,691+	393
hsa_ires_00645.1|Homo sapiens (human)|chr8:22,129,171-22,131,052-	hsa_ires_00645.1|Homo sapiens (human)|chr8:22,129,171-22,131,052-		Homo sapiens (human)	chr8:22,129,171-22,131,052-	665
hsa_ires_00646.1|Homo sapiens (human)|chr12:76,074,220-76,084,685-	hsa_ires_00646.1|Homo sapiens (human)|chr12:76,074,220-76,084,685-		Homo sapiens (human)	chr12:76,074,220-76,084,685-	139
hsa_ires_00647.1|Homo sapiens (human)|chr2:169,798,871-169,798,950+	hsa_ires_00647.1|Homo sapiens (human)|chr2:169,798,871-169,798,950+		Homo sapiens (human)	chr2:169,798,871-169,798,950+	80
hsa_ires_00648.1|Homo sapiens (human)|chr2:169,799,178-169,800,960+	hsa_ires_00648.1|Homo sapiens (human)|chr2:169,799,178-169,800,960+		Homo sapiens (human)	chr2:169,799,178-169,800,960+	348
hsa_ires_00649.1|Homo sapiens (human)|chr1:85,580,865-85,580,984+	hsa_ires_00649.1|Homo sapiens (human)|chr1:85,580,865-85,580,984+		Homo sapiens (human)	chr1:85,580,865-85,580,984+	120
hsa_ires_00650.1|Homo sapiens (human)|chr19:7,294,162-7,294,342-	hsa_ires_00650.1|Homo sapiens (human)|chr19:7,294,162-7,294,342-		Homo sapiens (human)	chr19:7,294,162-7,294,342-	181
hsa_ires_00651.1|Homo sapiens (human)|chr4:122,826,708-122,826,866+	hsa_ires_00651.1|Homo sapiens (human)|chr4:122,826,708-122,826,866+		Homo sapiens (human)	chr4:122,826,708-122,826,866+	159
hsa_ires_00652.1|Homo sapiens (human)|chr17:18,355,982-18,363,542-	hsa_ires_00652.1|Homo sapiens (human)|chr17:18,355,982-18,363,542-		Homo sapiens (human)	chr17:18,355,982-18,363,542-	190
hsa_ires_00653.1|Homo sapiens (human)|chr20:56,388,198-56,392,295-	hsa_ires_00653.1|Homo sapiens (human)|chr20:56,388,198-56,392,295-		Homo sapiens (human)	chr20:56,388,198-56,392,295-	257
hsa_ires_00654.1|Homo sapiens (human)|chr3:41,225,550-41,225,743+	hsa_ires_00654.1|Homo sapiens (human)|chr3:41,225,550-41,225,743+		Homo sapiens (human)	chr3:41,225,550-41,225,743+	107
hsa_ires_00655.1|Homo sapiens (human)|chr7:131,108,573-131,108,803-	hsa_ires_00655.1|Homo sapiens (human)|chr7:131,108,573-131,108,803-		Homo sapiens (human)	chr7:131,108,573-131,108,803-	231
hsa_ires_00656.1|Homo sapiens (human)|chr1:145,996,441-145,996,607-	hsa_ires_00656.1|Homo sapiens (human)|chr1:145,996,441-145,996,607-		Homo sapiens (human)	chr1:145,996,441-145,996,607-	167
hsa_ires_00657.1|Homo sapiens (human)|chr17:45,894,464-45,962,337+	hsa_ires_00657.1|Homo sapiens (human)|chr17:45,894,464-45,962,337+		Homo sapiens (human)	chr17:45,894,464-45,962,337+	240
hsa_ires_00658.1|Homo sapiens (human)|chr3:69,936,642-69,936,722+	hsa_ires_00658.1|Homo sapiens (human)|chr3:69,936,642-69,936,722+		Homo sapiens (human)	chr3:69,936,642-69,936,722+	81
hsa_ires_00659.1|Homo sapiens (human)|chr15:43,800,421-43,800,622+	hsa_ires_00659.1|Homo sapiens (human)|chr15:43,800,421-43,800,622+		Homo sapiens (human)	chr15:43,800,421-43,800,622+	202
hsa_ires_00660.1|Homo sapiens (human)|chr2:218,217,094-218,217,470+	hsa_ires_00660.1|Homo sapiens (human)|chr2:218,217,094-218,217,470+		Homo sapiens (human)	chr2:218,217,094-218,217,470+	169
hsa_ires_00661.1|Homo sapiens (human)|chr6:24,666,763-24,666,861-	hsa_ires_00661.1|Homo sapiens (human)|chr6:24,666,763-24,666,861-		Homo sapiens (human)	chr6:24,666,763-24,666,861-	99
hsa_ires_00662.1|Homo sapiens (human)|chr9:95,508,362-95,508,549-	hsa_ires_00662.1|Homo sapiens (human)|chr9:95,508,362-95,508,549-		Homo sapiens (human)	chr9:95,508,362-95,508,549-	188
hsa_ires_00663.1|Homo sapiens (human)|chr15:73,994,713-73,994,812+	hsa_ires_00663.1|Homo sapiens (human)|chr15:73,994,713-73,994,812+		Homo sapiens (human)	chr15:73,994,713-73,994,812+	100
hsa_ires_00664.1|Homo sapiens (human)|chr4:89,835,668-89,837,199-	hsa_ires_00664.1|Homo sapiens (human)|chr4:89,835,668-89,837,199-		Homo sapiens (human)	chr4:89,835,668-89,837,199-	263
hsa_ires_00665.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-	hsa_ires_00665.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-		Homo sapiens (human)	chr20:49,154,034-49,188,370-	368
hsa_ires_00665.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-	hsa_ires_00665.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-		Homo sapiens (human)	chr20:49,154,034-49,188,370-	368
hsa_ires_00666.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-	hsa_ires_00666.1|Homo sapiens (human)|chr20:49,154,034-49,188,370-		Homo sapiens (human)	chr20:49,154,034-49,188,370-	293
hsa_ires_00669.1|Homo sapiens (human)|chr20:49,166,202-49,188,370-	hsa_ires_00669.1|Homo sapiens (human)|chr20:49,166,202-49,188,370-		Homo sapiens (human)	chr20:49,166,202-49,188,370-	537
hsa_ires_00670.1|Homo sapiens (human)|chr20:37,346,154-37,384,186+	hsa_ires_00670.1|Homo sapiens (human)|chr20:37,346,154-37,384,186+		Homo sapiens (human)	chr20:37,346,154-37,384,186+	381
hsa_ires_00671.1|Homo sapiens (human)|chr15:40,929,333-40,929,668+	hsa_ires_00671.1|Homo sapiens (human)|chr15:40,929,333-40,929,668+		Homo sapiens (human)	chr15:40,929,333-40,929,668+	336
hsa_ires_00673.1|Homo sapiens (human)|chr22:18,157,664-18,157,768+	hsa_ires_00673.1|Homo sapiens (human)|chr22:18,157,664-18,157,768+		Homo sapiens (human)	chr22:18,157,664-18,157,768+	105
hsa_ires_00675.1|Homo sapiens (human)|chr1:27,914,444-27,914,583-	hsa_ires_00675.1|Homo sapiens (human)|chr1:27,914,444-27,914,583-		Homo sapiens (human)	chr1:27,914,444-27,914,583-	140
hsa_ires_00676.1|Homo sapiens (human)|chr10:74,176,554-74,176,872+	hsa_ires_00676.1|Homo sapiens (human)|chr10:74,176,554-74,176,872+		Homo sapiens (human)	chr10:74,176,554-74,176,872+	319
hsa_ires_00677.1|Homo sapiens (human)|chr17:17,836,818-17,837,003-	hsa_ires_00677.1|Homo sapiens (human)|chr17:17,836,818-17,837,003-		Homo sapiens (human)	chr17:17,836,818-17,837,003-	186
hsa_ires_00679.1|Homo sapiens (human)|chr19:852,941-853,003+	hsa_ires_00679.1|Homo sapiens (human)|chr19:852,941-853,003+		Homo sapiens (human)	chr19:852,941-853,003+	63
hsa_ires_00680.1|Homo sapiens (human)|chr13:21,671,818-21,671,912+	hsa_ires_00680.1|Homo sapiens (human)|chr13:21,671,818-21,671,912+		Homo sapiens (human)	chr13:21,671,818-21,671,912+	95
hsa_ires_00681.1|Homo sapiens (human)|chr7:135,927,559-135,927,656-	hsa_ires_00681.1|Homo sapiens (human)|chr7:135,927,559-135,927,656-		Homo sapiens (human)	chr7:135,927,559-135,927,656-	98
hsa_ires_00682.1|Homo sapiens (human)|chr8:11,704,244-11,708,312+	hsa_ires_00682.1|Homo sapiens (human)|chr8:11,704,244-11,708,312+		Homo sapiens (human)	chr8:11,704,244-11,708,312+	518
hsa_ires_00683.1|Homo sapiens (human)|chr17:41,715,342-41,715,436+	hsa_ires_00683.1|Homo sapiens (human)|chr17:41,715,342-41,715,436+		Homo sapiens (human)	chr17:41,715,342-41,715,436+	94
hsa_ires_00684.1|Homo sapiens (human)|chr21:26,170,621-26,170,767-	hsa_ires_00684.1|Homo sapiens (human)|chr21:26,170,621-26,170,767-		Homo sapiens (human)	chr21:26,170,621-26,170,767-	147
hsa_ires_00685.1|Homo sapiens (human)|chr13:29,553,761-29,595,584-	hsa_ires_00685.1|Homo sapiens (human)|chr13:29,553,761-29,595,584-		Homo sapiens (human)	chr13:29,553,761-29,595,584-	278
hsa_ires_00686.1|Homo sapiens (human)|chr1:3,652,565-3,707,587+	hsa_ires_00686.1|Homo sapiens (human)|chr1:3,652,565-3,707,587+		Homo sapiens (human)	chr1:3,652,565-3,707,587+	335
hsa_ires_00687.1|Homo sapiens (human)|chr20:23,049,505-23,049,664-	hsa_ires_00687.1|Homo sapiens (human)|chr20:23,049,505-23,049,664-		Homo sapiens (human)	chr20:23,049,505-23,049,664-	160
hsa_ires_00688.1|Homo sapiens (human)|chr13:51,034,096-51,066,006-	hsa_ires_00688.1|Homo sapiens (human)|chr13:51,034,096-51,066,006-		Homo sapiens (human)	chr13:51,034,096-51,066,006-	194
hsa_ires_00689.1|Homo sapiens (human)|chr9:87,726,220-87,726,396+	hsa_ires_00689.1|Homo sapiens (human)|chr9:87,726,220-87,726,396+		Homo sapiens (human)	chr9:87,726,220-87,726,396+	177
hsa_ires_00690.1|Homo sapiens (human)|chr13:20,189,591-20,192,943-	hsa_ires_00690.1|Homo sapiens (human)|chr13:20,189,591-20,192,943-		Homo sapiens (human)	chr13:20,189,591-20,192,943-	174
LamB1_-335_-1|Homo sapiens	LamB1_-335_-1|Homo sapiens		Homo sapiens (human)		335
L-myc|Homo sapiens	L-myc|Homo sapiens		Homo sapiens (human)		52
mmu_ires_00027.1|Mus musculus (house mouse)	hsa_ires_00672.1|Homo sapiens (human)|chr6:45,328,317-45,328,729+		Homo sapiens (human)	chr6:45,328,317-45,328,729+	213
n-MYC|Homo sapiens	n-MYC|Homo sapiens		Homo sapiens (human)		320
NRF_-653_-17|Homo sapiens	NRF_-653_-17|Homo sapiens		Homo sapiens (human)		637
p27kip1|Homo sapiens	p27kip1|Homo sapiens		Homo sapiens (human)		152
Pim-1|Homo sapiens	Pim-1|Homo sapiens		Homo sapiens (human)		396
PITSLRE_p58|Homo sapiens	PITSLRE_p58|Homo sapiens		Homo sapiens (human)		381
UNR|Homo sapiens	UNR|Homo sapiens		Homo sapiens (human)		429
XIAP_5-464|Homo sapiens	XIAP_5-464|Homo sapiens		Homo sapiens (human)		460
XIAP_5-464|Homo sapiens	XIAP_5-464|Homo sapiens		Homo sapiens (human)		460
KX883290.1:6822-7013 Hubei picorna-like virus 15 IRES_Cripavirus Hubei picorna-like virus 15 strain arthropodmix13755 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.	KX883290.1:6822-7013 Hubei picorna-like virus 15 IRES_Cripavirus Hubei picorna-like virus 15 strain arthropodmix13755 hypothetical protein 1 and hypothetical protein 2 genes, complete cds.		Hubei picorna-like virus 15		192
vir_ires_00015.1	vir_ires_00015.1		Human adenovirus 5 (HAdV5)		174
vir_ires_00016.1	vir_ires_00016.1		Human adenovirus 5 (HAdV5)		174
vir_ires_00017.1	vir_ires_00017.1		Human adenovirus 5 (HAdV5)		174
vir_ires_00018.1	vir_ires_00018.1		Human adenovirus 5 (HAdV5)		174
vir_ires_00019.1	vir_ires_00019.1		Human adenovirus 5 (HAdV5)		174
vir_ires_00019.1	vir_ires_00019.1		Human adenovirus 5 (HAdV5)		174
vir_ires_00445.1	vir_ires_00445.1		Human adenovirus 5 (HAdV5)		174
vir_ires_00407.1	vir_ires_00407.1		Human adenovirus 54 (HAdV-54)		174
vir_ires_00408.1	vir_ires_00408.1		Human adenovirus 54 (HAdV-54)		174
vir_ires_00410.1	vir_ires_00410.1		Human adenovirus 54 (HAdV-54)		174
vir_ires_00446.1	vir_ires_00446.1		Human adenovirus 54 (HAdV-54)		174
vir_ires_00449.1	vir_ires_00449.1		Human adenovirus 54 (HAdV-54)		174
vir_ires_00451.1	vir_ires_00451.1		Human adenovirus 54 (HAdV-54)		174
vir_ires_00467.1	vir_ires_00467.1		Human adenovirus 54 (HAdV-54)		174
vir_ires_00022.1	vir_ires_00022.1		Human adenovirus 7 (HAdV7)		174
vir_ires_00022.1	vir_ires_00022.1		Human adenovirus 7 (HAdV7)		174
vir_ires_00024.1	vir_ires_00024.1		Human adenovirus 7 (HAdV7)		174
vir_ires_00025.1	vir_ires_00025.1		Human adenovirus 7 (HAdV7)		174
vir_ires_00031.1	vir_ires_00031.1		Human adenovirus 7 (HAdV7)		174
vir_ires_00032.1	vir_ires_00032.1		Human adenovirus 7 (HAdV7)		174
vir_ires_00432.1	vir_ires_00027.1		Human adenovirus 7 (HAdV7)		174
vir_ires_00235.1	vir_ires_00235.1		Human alphaherpesvirus 1 (Herpes simplex virus 1, HHV-1)		174
vir_ires_00236.1	vir_ires_00236.1		Human alphaherpesvirus 1 (Herpes simplex virus 1, HHV-1)		174
vir_ires_00237.1	vir_ires_00237.1		Human alphaherpesvirus 1 (Herpes simplex virus 1, HHV-1)		174
vir_ires_00238.1	vir_ires_00238.1		Human alphaherpesvirus 1 (Herpes simplex virus 1, HHV-1)		174
vir_ires_00239.1	vir_ires_00239.1		Human alphaherpesvirus 1 (Herpes simplex virus 1, HHV-1)		174
vir_ires_00240.1	vir_ires_00240.1		Human alphaherpesvirus 1 (Herpes simplex virus 1, HHV-1)		174
vir_ires_00241.1	vir_ires_00241.1		Human alphaherpesvirus 1 (Herpes simplex virus 1, HHV-1)		174
vir_ires_00242.1	vir_ires_00242.1		Human alphaherpesvirus 1 (Herpes simplex virus 1, HHV-1)		174
vir_ires_00243.1	vir_ires_00243.1		Human alphaherpesvirus 1 (Herpes simplex virus 1, HHV-1)		174
vir_ires_00227.1	vir_ires_00227.1		Human alphaherpesvirus 2 (Herpes simplex virus 2, HHV-2)		174
vir_ires_00228.1	vir_ires_00228.1		Human alphaherpesvirus 2 (Herpes simplex virus 2, HHV-2)		174
vir_ires_00229.1	vir_ires_00229.1		Human alphaherpesvirus 2 (Herpes simplex virus 2, HHV-2)		174
vir_ires_00230.1	vir_ires_00230.1		Human alphaherpesvirus 2 (Herpes simplex virus 2, HHV-2)		174
vir_ires_00231.1	vir_ires_00231.1		Human alphaherpesvirus 2 (Herpes simplex virus 2, HHV-2)		174
vir_ires_00232.1	vir_ires_00232.1		Human alphaherpesvirus 2 (Herpes simplex virus 2, HHV-2)		174
vir_ires_00233.1	vir_ires_00233.1		Human alphaherpesvirus 2 (Herpes simplex virus 2, HHV-2)		174
vir_ires_00072.1	vir_ires_00072.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00073.1	vir_ires_00073.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00074.1	vir_ires_00074.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00075.1	vir_ires_00075.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00076.1	vir_ires_00076.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00077.1	vir_ires_00077.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00078.1	vir_ires_00078.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00079.1	vir_ires_00079.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00080.1	vir_ires_00080.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00081.1	vir_ires_00081.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00082.1	vir_ires_00082.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00083.1	vir_ires_00083.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00084.1	vir_ires_00084.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00085.1	vir_ires_00085.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00086.1	vir_ires_00086.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00087.1	vir_ires_00087.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00088.1	vir_ires_00088.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00089.1	vir_ires_00089.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00090.1	vir_ires_00090.1		Human alphaherpesvirus 3 (HHV-3)		174
vir_ires_00524.1	vir_ires_00524.1		Human betaherpesvirus 5		663
vir_ires_00297.1	vir_ires_00297.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00298.1	vir_ires_00298.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00299.1	vir_ires_00299.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00300.1	vir_ires_00300.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00301.1	vir_ires_00301.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00302.1	vir_ires_00302.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00303.1	vir_ires_00303.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00304.1	vir_ires_00304.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00305.1	vir_ires_00305.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00306.1	vir_ires_00306.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00307.1	vir_ires_00307.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00308.1	vir_ires_00308.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00309.1	vir_ires_00309.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00310.1	vir_ires_00310.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00311.1	vir_ires_00311.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00312.1	vir_ires_00312.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00313.1	vir_ires_00313.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00314.1	vir_ires_00314.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00315.1	vir_ires_00315.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00316.1	vir_ires_00316.1		Human betaherpesvirus 5 (HHV-5;  HCMV)		174
vir_ires_00175.1	vir_ires_00175.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00176.1	vir_ires_00176.1		Human betaherpesvirus 6A (HHV-6A)		174
vir_ires_00177.1	vir_ires_00177.1		Human betaherpesvirus 6A (HHV-6A)		174
